episode,reward,best_so_far
249,-1707.0,1650.0
250,-6212.0,1650.0
251,-10830.0,1650.0
252,-2490.0,1650.0
253,-2566.0,1650.0
254,-1415.0,1650.0
255,-1989.0,1650.0
256,-5126.0,1650.0
257,-2246.0,1650.0
258,-239.0,1650.0
259,-14180.0,1650.0
260,-2278.0,1650.0
261,-687.0,1650.0
262,-1068.0,1650.0
263,-886.0,1650.0
264,-2770.0,1650.0
265,-2305.0,1650.0
266,578.0,1650.0
267,-2544.0,1650.0
268,-2521.0,1650.0
269,-1465.0,1650.0
270,-13467.0,1650.0
271,-9975.0,1650.0
272,-2355.0,1650.0
273,-4170.0,1650.0
274,-14680.0,1650.0
275,-31696.0,1650.0
276,-9262.0,1650.0
277,-5482.0,1650.0
278,-11162.0,1650.0
279,-25215.0,1650.0
280,-10478.0,1650.0
281,-13229.0,1650.0
282,-1839.0,1650.0
283,-1946.0,1650.0
284,-26146.0,1650.0
285,-3797.0,1650.0
286,-10557.0,1650.0
287,-1152.0,1650.0
288,-3288.0,1650.0
289,-10118.0,1650.0
290,-11834.0,1650.0
291,-3203.0,1650.0
292,-26986.0,1650.0
293,-3094.0,1650.0
294,-3109.0,1650.0
295,-17401.0,1650.0
296,-15916.0,1650.0
297,-3316.0,1650.0
298,-6745.0,1650.0
299,-9237.0,1650.0
300,-20152.0,1650.0
301,-15315.0,1650.0
302,-17621.0,1650.0
303,-1322.0,1650.0
304,-5639.0,1650.0
305,-14539.0,1650.0
306,-2244.0,1650.0
307,-1838.0,1650.0
308,-1696.0,1650.0
309,-15176.0,1650.0
310,444.0,1650.0
311,-14416.0,1650.0
312,-2239.0,1650.0
313,-1310.0,1650.0
314,-1925.0,1650.0
315,-1884.0,1650.0
316,-12946.0,1650.0
317,-1680.0,1650.0
318,-1783.0,1650.0
319,-1845.0,1650.0
320,-12588.0,1650.0
321,-2155.0,1650.0
322,-3572.0,1650.0
323,812.0,1650.0
324,-3160.0,1650.0
325,-8533.0,1650.0
326,-806.0,1650.0
327,-12082.0,1650.0
328,-1002.0,1650.0
329,-3278.0,1650.0
330,-2898.0,1650.0
331,-5852.0,1650.0
332,-1969.0,1650.0
333,-4748.0,1650.0
334,-1850.0,1650.0
335,-5847.0,1650.0
336,-2681.0,1650.0
337,-2235.0,1650.0
338,-2086.0,1650.0
339,-4043.0,1650.0
340,-766.0,1650.0
341,-21496.0,1650.0
342,-4508.0,1650.0
343,-2370.0,1650.0
344,-3364.0,1650.0
345,-1270.0,1650.0
346,-2258.0,1650.0
347,-2472.0,1650.0
348,-16893.0,1650.0
349,-8082.0,1650.0
350,-4293.0,1650.0
351,-2088.0,1650.0
352,-1518.0,1650.0
353,-776.0,1650.0
354,-953.0,1650.0
355,-13605.0,1650.0
356,-2674.0,1650.0
357,-11559.0,1650.0
358,-2246.0,1650.0
359,-8479.0,1650.0
360,-788.0,1650.0
361,-9140.0,1650.0
362,-8548.0,1650.0
363,-1533.0,1650.0
364,-1194.0,1650.0
365,-2542.0,1650.0
366,-662.0,1650.0
367,-1246.0,1650.0
368,-11288.0,1650.0
369,-2332.0,1650.0
370,-1658.0,1650.0
371,-1936.0,1650.0
372,-11608.0,1650.0
373,-2332.0,1650.0
374,-8289.0,1650.0
375,-17706.0,1650.0
376,-2399.0,1650.0
377,-8999.0,1650.0
378,-20358.0,1650.0
379,-4633.0,1650.0
380,-3498.0,1650.0
381,-981.0,1650.0
382,-4310.0,1650.0
383,-1839.0,1650.0
384,-7709.0,1650.0
385,-8638.0,1650.0
386,-5582.0,1650.0
387,-3954.0,1650.0
388,-1794.0,1650.0
389,-2702.0,1650.0
390,-17521.0,1650.0
391,-1859.0,1650.0
392,-2165.0,1650.0
393,-1308.0,1650.0
394,-7670.0,1650.0
395,-4073.0,1650.0
396,-2335.0,1650.0
397,-2921.0,1650.0
398,-1657.0,1650.0
399,-1944.0,1650.0
400,-3270.0,1650.0
401,-9280.0,1650.0
402,-3164.0,1650.0
403,-1741.0,1650.0
404,-12867.0,1650.0
405,-2407.0,1650.0
406,-6979.0,1650.0
407,-8481.0,1650.0
408,-2231.0,1650.0
409,-11464.0,1650.0
410,-435.0,1650.0
411,-1709.0,1650.0
412,-1491.0,1650.0
413,-5164.0,1650.0
414,-1642.0,1650.0
415,-1512.0,1650.0
416,-1990.0,1650.0
417,-1279.0,1650.0
418,-953.0,1650.0
419,-2190.0,1650.0
420,-1958.0,1650.0
421,-6918.0,1650.0
422,-774.0,1650.0
423,-18183.0,1650.0
424,-1230.0,1650.0
425,-1022.0,1650.0
426,-2121.0,1650.0
427,-8233.0,1650.0
428,-5727.0,1650.0
429,-1847.0,1650.0
430,-2257.0,1650.0
431,-1691.0,1650.0
432,-1739.0,1650.0
433,-1252.0,1650.0
434,-3075.0,1650.0
435,-804.0,1650.0
436,-8411.0,1650.0
437,-1979.0,1650.0
438,-7516.0,1650.0
439,-3531.0,1650.0
440,-1314.0,1650.0
441,-13278.0,1650.0
442,-24014.0,1650.0
443,-2574.0,1650.0
444,-4947.0,1650.0
445,-5311.0,1650.0
446,-1024.0,1650.0
447,-10301.0,1650.0
448,-1478.0,1650.0
449,-1686.0,1650.0
450,-1667.0,1650.0
451,-7057.0,1650.0
452,756.0,1650.0
453,-2736.0,1650.0
454,-3504.0,1650.0
455,-2033.0,1650.0
456,-3274.0,1650.0
457,-4868.0,1650.0
458,-2127.0,1650.0
459,-1114.0,1650.0
460,-7057.0,1650.0
461,-167.0,1650.0
462,-82.0,1650.0
463,-7476.0,1650.0
464,-2669.0,1650.0
465,-2826.0,1650.0
466,-1719.0,1650.0
467,-2305.0,1650.0
468,-4530.0,1650.0
469,-2157.0,1650.0
470,-3522.0,1650.0
471,-1842.0,1650.0
472,-2824.0,1650.0
473,-2463.0,1650.0
474,-2774.0,1650.0
475,-2470.0,1650.0
476,-3409.0,1650.0
477,-2233.0,1650.0
478,-1639.0,1650.0
479,-5736.0,1650.0
480,-8452.0,1650.0
481,-2512.0,1650.0
482,-7320.0,1650.0
483,-12427.0,1650.0
484,-1586.0,1650.0
485,-6639.0,1650.0
486,-8988.0,1650.0
487,-6789.0,1650.0
488,-2412.0,1650.0
489,-1358.0,1650.0
490,-1133.0,1650.0
491,-1250.0,1650.0
492,-1080.0,1650.0
493,-1426.0,1650.0
494,-4152.0,1650.0
495,-3362.0,1650.0
496,-2277.0,1650.0
497,-2560.0,1650.0
498,-2744.0,1650.0
499,-842.0,1650.0
500,-1185.0,1650.0
